Name,Java code,nb lines,code size,class size,class files
zezinho.QuerMePegarKKKK_1.0.jar,No,0,90668,742122,167
stelo.MoojukNano_1.2.jar,Yes,95,233,1956,1
voidious.Diamond_1.195.jar,Yes,5317,23426,129710,28
acogdev.alpha_0.2.jar,No,0,374,2469,1
fullsail.LaxativeTeaTwo_1.0.jar,No,0,2756,10488,2
myl.micro.Avipes_1.00.jar,Yes,196,657,3371,1
oog.nano.MagicD2_2.4.jar,No,0,249,2205,1
hacker.Destroyer_1.3.jar,No,0,1430,10500,5
mn.Combat_3.19.0.jar,No,0,27921,90180,56
cs.Nene_1.0.5.jar,No,0,22880,89130,42
voidious.test.DookiBee_0.82b.jar,Yes,6339,26515,144093,32
pa3k.Manta_1.03.jar,No,0,20057,125237,41
rsalesc.mega.Knight_0.6.7.jar,No,0,46974,249714,208
drm.CobraBora_1.12.jar,No,0,19463,84679,18
ustimaw.NightmareTeam_0.0.jar,No,0,31,791,2
robar.micro.Topaz_0.25.jar,Yes,139,493,3632,1
voidious.Dookious_0.60.jar,Yes,6449,23681,105256,22
voidious.Dookious_1.496.jar,Yes,4774,19550,139907,61
eskimo.micro.Echo_0.1.jar,No,0,489,2831,1
lxx.Tomcat_3.23.jar,No,0,35568,334786,141
cs.ags.Etna_1.4.jar,No,0,29363,194302,80
voidious.mini.Komarious_1.21.jar,Yes,360,1499,10618,3
jk.mega.DrussGT_2.4.5.jar,Yes,6196,43130,134755,30
justin.DemonicRage_3.20a.jar,No,0,26645,158908,48
voidious.Diamond_1.241.jar,Yes,5382,23908,131421,28
voidious.Dookious_1.144.jar,Yes,7533,33845,167633,28
jk.mega.DrussGT_0.8.1.jar,Yes,3019,15068,68841,19
cb.fire.Firestarter_2.0a.jar,No,0,18043,68064,38
mld.LittleBlackBook_1.4.jar,Yes,404,246,23605,1
voidious.Diamond_1.06.jar,Yes,4603,20434,117395,28
marcinek.TopGun_1.3.jar,No,0,532,3448,1
pa3k.Viper_3.04.jar,No,0,16900,96766,29
mahrgell.mahrram_1.2.jar,No,0,565,5277,3
adt.Ar1_2.1.jar,No,0,1996,12391,4
eem.EvBotNG_v6.9.jar,Yes,9366,41498,238348,75
bvh.two.Ravens_0.1k2.jar,No,0,1642,8960,5
ds.OoV4_0.3b.jar,No,0,4972,17913,5
lxx.Tomcat_3.43.jar,No,0,41247,375221,162
synapse.Geomancy_4a.jar,No,0,10768,60861,21
robar.nano.BlackWidow_1.0.jar,Yes,96,247,2522,1
snowman.Snowman_1.0.jar,Yes,47,84,1297,1
eem.EvBotNG_v8.0.jar,Yes,9644,43084,244904,76
sample.MyFirstJuniorRobot_1.0.jar,Yes,62,72,842,1
eem.EvBot_v4.5.18.jar,No,0,33528,164369,38
qwaker00.Gandhi_1.0mini.jar,Yes,224,1388,5735,1
ebo.Tahoe_1.0.58.jar,No,0,10290,87014,37
jk.mega.DrussGT_0.9.6.jar,Yes,2873,16342,65894,17
sfergus.Terminator_1.2.jar,No,0,1484,10380,3
pez.rumble.CassiusClay_2rho.02mb.jar,Yes,2271,12327,86573,28
rsalesc.mega.Knight_0.6.24.jar,No,0,47918,255737,214
Heal.TekitokaBot_1.0.jar,Yes,153,105,1151,1
voidious.Diamond_1.472.jar,Yes,8200,37599,218248,59
voidious.Dookious_0.92.jar,Yes,6784,28584,143458,27
jk.micro.Toorkild_0.3.4.jar,Yes,228,745,3707,1
fromHell.CHCl3_0.0.1.jar,Yes,663,2649,22655,9
tjk.deBroglie_rev0073b.jar,No,0,21623,126967,37
rus.vv.Dzhigit_1.0.jar,No,0,247,1471,1
voidious.Diamond_1.8.0.jar,Yes,11371,48609,405215,109
romz.robot.circular.WildRabbit_0.9.6.jar,No,0,1499,9550,3
voidious.Diamond_1.36.jar,Yes,6777,31124,179927,47
divineomega.DivineBot_1.3.1.jar,No,0,2624,15904,3
techdude.Carruthers_1.2.6.jar,Yes,2842,14961,135864,71
ary.nano.ColorNanoP_1.1.jar,No,0,249,2904,1
kawigi.sbf.FloodNano_1.2.jar,Yes,35,249,1749,1
voidious.Dookious_0.83.jar,Yes,7243,27697,140914,27
tjk.deBroglie_rev0078.jar,Yes,8173,30013,161046,42
nat.Samekh_alpha.jar,Yes,2933,21996,85055,23
positive.Portia_1.25b.jar,No,0,46797,132600,96
pa3k.Manta_1.16.jar,No,0,23154,143407,44
zyx.mega.YersiniaPestis_2.0.jar,Yes,2855,16793,98661,35
voidious.Diamond_1.281.jar,Yes,5547,24542,134067,28
robar.nano.NanoBuzzer_0.2.jar,No,0,249,1744,1
stelo.PastFuture_2.1.8.jar,Yes,1300,6700,28521,4
davidalves.Phoenix_0.9.jar,No,0,33001,119342,56
aaa.ScalarBot_0.012n2.5.2.jar,No,0,57149,456921,174
lucasslf.Wiggins_0.4.2.jar,Yes,3033,12973,100015,45
xander.cat.XanderCat_10.9.2.jar,Yes,13663,48314,443587,171
eem.EvBotNG_v7.7.jar,Yes,9620,42927,244284,76
suzushin7.nano.Galaxy01_1.00.jar,No,0,134,1435,1
voidious.Dookious_1.172.jar,Yes,7541,34072,164101,28
xander.cat.XanderCat_10.25.jar,Yes,13726,48164,438856,168
dsekercioglu.ColdBreath_1.5.jar,No,0,7292,47378,20
zignd.ZigNullReference_1.1.jar,No,0,210,1773,1
rc.RCBot_2.0_2.0.jar,No,0,2113,10165,2
voidious.Diamond_1.5.29.jar,Yes,8282,34699,206749,55
cjm.chalk.Chalk_2.5.Al.jar,Yes,1592,8897,40558,12
voidious.Dookious_1.583b.jar,Yes,5601,23876,175106,84
nat.nano.NanoKitty_0.2.jar,Yes,113,249,2352,1
bts.wiki.RipCurl_0.9b.jar,No,0,5932,35910,12
suh.nano.Level02_1.00.jar,Yes,23,76,1148,1
ola.Puffin_1.0.jar,No,0,2558,28466,16
jk.mini.Cunobelin_0.3.0.jar,Yes,403,1498,7531,2
justin.DemonicRage_3.25.jar,No,0,28256,166746,51
voidious.Diamond_1.273.jar,Yes,5559,24624,134296,28
pa3k.Viper_2.04.jar,No,0,14766,82806,23
eem.EvBot_v4.2.2.jar,No,0,16567,86352,25
eem.EvBot_v0.7.jar,Yes,686,4425,13832,1
jk.mega.DrussGT_1.5.2.jar,Yes,4776,31948,111251,30
suh.Probot04_1.00.jar,Yes,153,744,6743,3
fowl3628800.ThunderStruck_3.0.0.jar,No,0,9141,73629,15
davidalves.twin.YinYang_1.01.jar,No,0,1993,8363,4
eem.EvBotNG_v4.8.jar,Yes,7949,34646,205310,62
justin.DemonicRage_2.4a.jar,No,0,26892,135823,38
sheldor.micro.EpeeistMicro_1.9.0.jar,Yes,220,731,5444,2
voidious.Diamond_1.7.1.jar,Yes,9147,39202,269053,73
mz.Adept_2.65.jar,No,0,249,1920,1
Legend.BoulderZY_1.4.9.jar,No,0,2898,13428,5
aaa.ScalarBot_0.01f.jar,No,0,28546,224823,81
zyx.mega.Gauss_2.2.jar,Yes,3323,19207,112138,41
dsekercioglu.ColdBreath_1.4.jar,No,0,7141,46696,20
voidious.Dookious_1.483.jar,Yes,4723,19549,139413,61
jk.mini.Cunobelin_0.1.0.jar,Yes,382,1498,7582,2
ArchAlpha.ArchimedesAlpha_1.0.jar,Yes,116,510,2152,1
voidious.Diamond_1.383.jar,Yes,7025,31283,182387,47
el.JumpShoot_0.2.jar,No,0,278,2743,1
wiki.GT.DrussiousGT_3.0b.jar,Yes,5115,25983,125096,35
eem.EvBotNG_v12.5.jar,Yes,11242,51952,283688,82
rsalesc.roborio.Roborio_1.2.2.jar,No,0,31221,157240,119
xander.cat.XanderCat_10.9.jar,Yes,13666,48350,443676,171
gf.Centaur.Centaur_0.5.jar,No,0,15061,123519,48
cb.mega.Firestarter_1.9.jar,No,0,15527,46101,24
TNT.TNT_0.99.1.jar,No,0,7690,58591,33
voidious.mini.BrokenSword_1.0.jar,Yes,306,1443,8530,3
shrub.Vapour_v124c.jar,Yes,8661,26930,162849,41
xander.cat.Spitfire_1.0.jar,Yes,9188,31073,272404,99
alex.Diabolo5_1.1.jar,No,0,2349,10079,4
mld.LittleBlackBook_1.2.jar,Yes,419,248,9207,1
pedersen.Ugluk_1.2.3.jar,No,0,35380,312354,133
eem.EvBotNG_v10.5.jar,Yes,10737,48383,272792,81
sch.Simone_0.3d.jar,Yes,2451,8732,61844,19
reeder.caden.Elmo_1.jar,No,0,73,1152,1
voidious.mini.Komarious_1.64.jar,Yes,350,1426,7900,2
rsalesc.melee.Monk_0.3.4e.jar,No,0,34282,180116,166
fnc.bandit.Bandit_5.2.0.jar,No,0,8558,36382,11
pa3k.Viper_3.00.jar,No,0,16200,93391,28
dsekercioglu.Rechner_1.03.jar,No,0,12431,83932,29
voidious.mini.Komarious_1.721.jar,Yes,350,1498,8075,2
paulk.PaulV3_1.7.jar,Yes,1271,9488,52592,13
jeremyreeder.Bully_1.jar,Yes,50,109,1139,1
elvbot.ElverionBot_0.2.jar,No,0,209,1710,1
dsekercioglu.neural.Stibnite_1.5.1.jar,No,0,10135,70256,26
jk.mega.DrussGT_1.0.4.jar,Yes,2894,16553,66121,17
mb.Beast_0.3.3.jar,No,0,5609,48882,22
justin.DemonicRage_3.3e.jar,No,0,32854,184736,53
rapture.Rapture_2.13.jar,No,0,7602,49081,33
rfj.Sunburn_1.1.jar,No,0,5888,18867,4
unarmedlad.nano.VirginSteele_1.1.jar,No,0,245,2159,1
m3thos.mini.Eva01_0.5.5.jar,Yes,419,1499,7699,2
rz.AlephTeam_0.34.jar,No,0,11498,50975,14
nat.nano.SwodniwMR_0.2.jar,Yes,45,247,2110,1
jk.mega.DrussGT_0.1.jar,Yes,935,4192,17771,4
oog.melee.tybalt.TybaltMelee_1.0.jar,Yes,85,245,1980,1
cb.fire.Firestarter_2.0e.jar,No,0,18387,69385,38
gh.micro.Gruweltje_0.6.jar,Yes,178,749,3938,1
ry.Worst_1.0.jar,No,0,116,1384,1
voidious.mini.Komarious_1.88.jar,Yes,348,1496,8347,2
jk.Waylander_0.1.16.jar,Yes,164,746,3490,1
bots.UberBot_1.2c.jar,Yes,60,248,2240,1
sgp.ShiningBeetle_1.1.jar,Yes,56,222,1793,1
voidious.mini.Komarious_1.705.jar,Yes,349,1492,8051,2
eem.EvBot_v4.5.8.jar,No,0,31325,154777,37
krillr.mini.JointStrikeForce_2.0c.jar,No,0,1303,10275,5
oog.PricklyPear_1.0.1.jar,No,0,5019,21270,4
barontrozo.BaronTrozo_1.5.4.13.jar,No,0,13837,72587,21
mld.LittleBlackBook_1.52.jar,Yes,811,248,26107,1
rc.yoda.Yoda_1.0.6c.jar,Yes,1117,13002,77458,19
az.Ololobot_0.2.1.jar,No,0,7282,28610,9
wompi.Quokka_1.4.jar,Yes,127,247,2035,1
gg.Wolverine_2.0.jar,Yes,1525,9144,34187,6
dsekercioglu.Nightmare_1.4.jar,No,0,5747,32678,11
dmh.robocode.robot.YellowBird_0.4.jar,No,0,236,1947,1
unarmedlad.nano.VirginSteele_2.1.jar,No,0,241,2035,1
lucasslf.Wiggins_0.1.fix.jar,No,0,8014,45589,9
Ex.Survival_3.7.jar,Yes,292,2335,6905,1
ags.Glacier_0.2.4.jar,Yes,3120,15417,104376,38
Bemo.Sweet30_1.0.jar,No,0,7844,28044,8
de.erdega.robocode.Polyphemos_0.4.jar,No,0,4862,57167,23
sheldor.micro.EpeeistMicro_1.3.1.jar,Yes,212,747,5312,2
sp.Minis.LNightHawk_1.0.jar,Yes,146,660,3880,1
dsekercioglu.TomahawkM.jar,No,0,3963,33905,15
jk.mega.DrussGT_0.7.0.jar,Yes,2425,13183,45156,13
voidious.test.DookiBee_0.66.jar,Yes,8616,32156,160358,34
jk.micro.Toorkild_0.3.3.jar,Yes,218,712,3636,1
aw.Gilgalad_1.93.jar,Yes,12482,50914,232833,45
voidious.Diamond_1.341.jar,Yes,6734,30694,178602,47
abc.Shadow_3.79a.jar,No,0,29746,85263,32
aaa.ScalarBot_0.012l8.jar,No,0,38760,304897,110
voidious.mini.Komarious_1.341.jar,Yes,375,1476,10973,4
kvk.HebusLeTroll_0.35.jar,Yes,2716,8598,64888,28
jk.melee.Neuromancer_6.3.jar,Yes,3782,23465,93292,30
voidious.Dookious_1.183.jar,Yes,7579,33916,166819,28
grybgoofy.GoofyBot_0.10.jar,No,0,2851,18280,8
rsalesc.melee.Medina_0.3g.jar,No,0,45550,244392,215
voidious.mini.BrokenSword_1.09.jar,Yes,321,1497,9038,3
dmh.robocode.robot.BlueBerry_0.2.jar,No,0,245,2435,1
jk.micro.Toorkild_0.2.1.jar,Yes,212,749,3714,1
fromHell.CHCl3_0.1.4.jar,No,0,3432,24769,11
jgap.JGAP7247_2_1.0.jar,Yes,130,617,4169,1
eem.EvBot_v4.0.jar,No,0,14304,76238,24
pa3k.Viper_4.33.jar,No,0,34003,171514,74
voidious.Dookious_0.79.jar,Yes,6904,26367,136035,28
jk.mega.DrussGT_2.7.23.jar,Yes,8001,53633,136691,31
matt.BlueMind_0.8.00.jar,Yes,328,1888,9402,5
nat.Carola_0.3.jar,Yes,175,248,3514,1
mcb.Audace_1.0.jar,No,0,1549,11556,6
exauge.LemonDrop_1.1.006.jar,No,0,376,3114,1
zyx.micro.Ant_2.1.jar,Yes,109,749,4622,2
voidious.Diamond_1.192.jar,Yes,5293,23135,129108,28
ua.kiiv.kosyak.robocode.tn1.Tn1_2.0.jar,No,0,232,1349,1
jk.mini.CunobelinDC_0.6.jar,Yes,369,1476,7265,2
lxx.Tomcat_3.41o2.jar,No,0,41280,371158,159
mahrgell.mahrram_1.3.jar,No,0,572,5338,3
rsalesc.melee.Monk_0.2.3c.jar,No,0,30799,158658,139
voidious.Dookious_1.474.jar,Yes,4732,19598,139702,61
ary.nano.AceSurf_1.2.jar,No,0,249,2004,1
xander.cat.XanderCat_12.1.jar,Yes,15877,56199,515576,192
pa3k.Viper_3.06.jar,No,0,23352,145545,46
jeremyreeder.collective.TwoProphets_5.jar,Yes,902,5339,35614,10
justin.DemonicRage_3.15.jar,No,0,26450,157798,48
dsekercioglu.neural.Stibnite_1.4.2.jar,No,0,10455,72221,26
eem.EvBotNG_v6.8.jar,Yes,9325,41232,237616,75
fromHell.C4H10O_1.0.jar,Yes,128,743,4943,1
cb.Femto_1.0.jar,No,0,241,1906,1
divineomega.DivineBot_1.1.jar,No,0,1325,6590,1
ntc.Cannon_1.11.jar,No,0,746,5568,2
cs.Nene_MC49k7.jar,No,0,16634,87288,27
ary.SMG_1.01.jar,No,0,3959,16562,3
cjk.Merkava_0.1.1.jar,No,0,193,1895,1
voidious.Diamond_1.6.18.jar,Yes,9028,39365,260679,72
xiongan.Xiongan_1.1.jar,No,0,2827,17985,7
tcf.Drifter_27.jar,No,0,24196,93914,43
suh.nano.AngularMirrorC_1.00.jar,Yes,52,244,1953,1
voidious.mini.Komarious_1.555.jar,Yes,348,1452,9305,4
dsekercioglu.TomahawkM_1.0.jar,No,0,3963,33905,15
asm.Statistas_0.1.jar,No,0,2212,8981,5
eem.EvBotNG_v9.6.jar,Yes,10328,46625,262906,78
voidious.test.DookiFly_0.66.jar,Yes,9101,34862,174591,36
jk.melee.Neuromancer_1.9.jar,Yes,2982,17225,60972,23
eem.EvBot_v4.6.13.jar,No,0,35734,172234,37
stelo.PastFuture_2.2.jar,Yes,1323,6789,28928,4
voidious.Diamond_1.194.jar,Yes,5316,23415,129671,28
cb.nano.Olive_1.0.jar,No,0,249,8476,1
voidious.Diamond_1.01.jar,Yes,4456,19690,114493,28
myl.nano.Kakuru_1.20.jar,Yes,145,244,1803,1
pa3k.Viper_4.13.jar,No,0,31654,158724,66
eem.EvBotNG_v12.2.jar,Yes,11234,51944,283661,82
mld.LittleBlackBook_1.58.jar,Yes,2032,249,133959,1
rsalesc.mega.Knight_0.1.3.jar,No,0,29217,154877,140
stelo.MirrorMicro_1.0.jar,Yes,190,746,4568,1
voidious.Diamond_1.8.27.jar,Yes,11356,49130,406452,107
jep.nano.Hawkwing_0.4.1.jar,Yes,70,151,1610,1
pez.rumble.CassiusClay_2rho.02me.jar,Yes,2225,12160,85117,28
voidious.Diamond_1.6.2.jar,Yes,8666,37176,227769,58
voidious.mini.Komarious_1.711.jar,Yes,349,1490,8049,2
lxx.Neutrino_0.2.jar,No,0,79891,1519203,577
robar.nano.BlackWidow_1.2.jar,Yes,112,248,2586,1
jk.mega.DrussGT_0.1.2.jar,Yes,942,4437,18279,4
voidious.Diamond_1.442.jar,Yes,7757,34978,205623,55
nz.jdc.nano.NeophytePattern_1.0.jar,No,0,246,3517,1
pa3k.Manta_1.15.jar,No,0,22830,142175,44
aaa.ScalarBot_0.012n2.7.69.jar,No,0,61023,483011,180
bvh.mini.Freya_0.541.jar,No,0,1483,8507,3
eem.EvBot_v4.4.2.jar,No,0,21792,109730,29
robar.nano.Scytodes_0.2.jar,No,0,248,2042,1
mn.Combat_3.18.1.jar,No,0,27820,89944,56
positive.Portia_1.21d.jar,No,0,42902,120140,87
lucasslf.Wiggins_0.3.jar,No,0,10740,81914,33
jk.micro.Toorkild_0.3.6.jar,Yes,199,741,3362,1
voidious.Dookious_1.554.jar,Yes,5498,22458,164607,78
voidious.mini.BrokenSword_1.06.jar,Yes,300,1437,8698,3
rsalesc.melee.Monk_0.3.4b.jar,No,0,38058,202756,182
voidious.Lukious_1.10DCape.jar,Yes,7895,30461,200925,83
voidious.Dookious_1.369.jar,Yes,8550,37754,202264,49
suh.nano.Probot01H_1.00.jar,Yes,29,82,1225,1
blir.mini.oops.Splooshlu_1.3.jar,Yes,230,1305,7280,1
satan.White_0.2.jar,No,0,651,3575,1
amk.ChumbaMini_0.2.jar,Yes,211,1463,8822,2
pa3k.Viper_2.02.jar,No,0,13961,80275,23
davidalves.net.DuelistMicroMelee_1.4.jar,Yes,251,747,4788,2
voidious.Diamond_1.38.jar,Yes,6918,31069,180729,47
romz.WildRabbit_0.9.1.jar,No,0,1430,9062,3
gwah.GBotMarkIV_1.0.jar,No,0,690,4916,1
eem.EvBotNG_v6.3.jar,Yes,9108,40073,233269,74
boe.Minerva_0.33.jar,No,0,3644,15348,3
boe.Minerva_0.72.jar,No,0,5896,21852,3
cs.Nene_1.0.2.jar,No,0,21804,85063,40
eem.EvBot_v4.5.11.jar,No,0,31996,158288,37
pez.rumble.Ali_0.4.9.jar,Yes,1540,8203,53945,15
suzushin7.nano.Galaxy02_1.00.jar,No,0,221,1982,1
zyx.newton.Newton_1.0.jar,Yes,2129,12077,84096,25
wit.Deep7_2.0.jar,Yes,382,1471,7179,2
rsalesc.mega.Knight_0.4.3d.jar,No,0,38235,203337,172
jk.nano.Machete_0.3.jar,Yes,52,248,1788,1
jk.mega.DrussGT_1.0.8.jar,Yes,2939,16432,65810,17
aaa.SimpleBot_0.023h_knn.jar,No,0,10449,77655,22
robar.nano.BlackWidow_1.1.jar,Yes,105,249,2628,1
eem.EvBotNG_v8.1.jar,Yes,9654,43196,245052,76
Krabb.sliNk.Garm_0.9b.jar,No,0,32263,145661,42
simonton.micro.WeeklongObsession_3.4.1.jar,Yes,571,687,9418,1
voidious.TripHammer_R2.1.0T.jar,Yes,11587,49076,315091,79
hlavko.micro.Flex_1.2.jar,Yes,235,696,4549,1
gtf.robocode.Strafer_2.1.1.jar,No,0,3587,37780,28
mn.Combat_3.11.1.jar,No,0,23973,79181,50
wompi.Wallaby_2.3.jar,Yes,385,746,4895,2
cs.Mint_0.14.jar,No,0,16204,65652,32
voidious.Diamond_1.412.jar,Yes,7158,32068,186816,48
fruits.NanoStrawbery_1.3.jar,No,0,246,1671,1
jk.micro.Cotillion_0.5.1.jar,Yes,222,713,3437,1
sp.Megas.Survival_1.5.jar,No,0,2305,6933,1
can.Pookie_1.1.jar,Yes,571,1496,9960,2
nz.jdc.nano.GridFu_1.0.jar,No,0,246,125522,1
voidious.Diamond_1.182.jar,Yes,5233,22884,127952,28
hamilton.Hamilton_1.0.jar,Yes,2172,9324,62185,26
jk.micro.Cotillion_0.7.jar,Yes,234,732,3446,1
nat.micro.NP_prototype1.jar,Yes,181,540,4380,2
lxx.ConceptA_0.8.jar,No,0,18524,157530,82
nat.BlackHole_0.1.11.jar,Yes,3474,14151,85443,24
voidious.Dookious_0.82.jar,Yes,7140,27466,139524,27
voidious.Diamond_1.5.3.jar,Yes,7821,36455,208571,53
dsekercioglu.LordMantis_1.0.jar,No,0,887,9470,4
lxx.Emerald_0.6.2.jar,No,0,215588,2144008,613
ngf.nano.Sparky_0.1.5.jar,Yes,67,237,2500,1
justin.DemonicRage_3.13.jar,No,0,25786,156773,48
jk.melee.Neuromancer_3.7.jar,Yes,3435,19591,68602,25
eem.EvBot_v4.4.4.jar,No,0,22127,111093,29
sheldor.micro.EpeeistMicro_1.6.0.jar,Yes,217,746,5280,2
darkcanuck.Pris_0.84.jar,No,0,32104,114326,57
wiki.SuperSampleBot.SuperSittingDuck_1.0.jar,Yes,56,184,1896,1
voidious.mini.Komarious_1.82.jar,Yes,349,1499,8188,2
arthord.micro.Apoptygma_0.4.jar,No,0,746,4322,2
barontrozo.BaronTrozo_1.2.2.jar,No,0,5714,28881,6
wompi.Numbat_1.4.jar,Yes,1835,7278,60265,23
xander.cat.XanderCat_11.7.2.jar,Yes,14223,50608,456077,169
tjk.deBroglie_rev0072.jar,No,0,21614,126949,37
voidious.Dookious_1.184.jar,Yes,7591,33948,167104,28
nexus.Experimental_0.1.jar,No,0,2302,6027,1
mbh.Mbh_0.1.jar,No,0,855,4715,1
darkcanuck.B26354_1.04.jar,No,0,35109,130585,54
fromHell.CHCl3_0.1.3.jar,No,0,5087,36304,13
eem.EvBotNG_v0.6.jar,No,0,18704,124953,48
rsalesc.mega.Knight_0.6.9.jar,No,0,61184,287126,238
josago.Jorgito_0.13.jar,No,0,3359,17682,5
krillr.mega.Psyche_0.0.3.jar,No,0,9366,66045,19
mn.nano.perceptual.BotCatcherTeam_1.2.0.jar,No,0,175,1763,0
mb.Beast_0.3.1.jar,No,0,4759,43163,21
gh.GresSuffurd_0.3.11.jar,Yes,2338,11993,48842,5
suzushin7.nano.Galaxy01_1.01.jar,No,0,115,1374,1
cf.RiO.RiOx_4.2.1.jar,No,0,11938,74522,17
eem.EvBotNG_v2.5.jar,No,0,26933,169923,57
Fenix.FenixTrack_1.0.jar,No,0,444,3135,1
voidious.mini.BrokenSword_2.0.1.jar,Yes,302,1473,11126,4
rdt.AgentSmith.AgentSmith_0.25.jar,No,0,20705,191397,87
abc.Shadow_3.79.jar,No,0,30072,86059,33
bots.UberBot_1.2b.jar,Yes,60,248,2240,1
eem.EvBot_v4.6.12.jar,No,0,35444,169971,36
jk.precise.EnergyDome_1.5.jar,No,0,2447,8322,3
voidious.mini.Komarious_1.751.jar,Yes,349,1492,8069,2
nat.BlackHole_0.1.04test.jar,Yes,2439,9849,69757,23
voidious.micro.BlitzBat_1.0.jar,Yes,165,731,4702,2
maribo.Quester_0.1.jar,Yes,388,2974,18405,10
oog.micro.Maui_1.0.jar,No,0,747,5048,2
sp.Minis.geneticBot_1.0.jar,Yes,121,646,5369,2
jk.mega.DrussGT_1.0.6.jar,Yes,2925,16558,66033,17
nat.nano.Ocnirp_1.5.jar,Yes,284,243,3317,1
lxx.Tomcat_3.47b.jar,No,0,43031,383030,163
abc.Shadow_3.77f.jar,No,0,29950,86008,33
mn.Combat_3.21.0.jar,No,0,27526,89692,56
jam.micro.RaikoMicro_1.44.jar,Yes,146,744,5483,2
lrem.micro.MoggFanatic_0.2.jar,No,0,674,3199,1
dmh.robocode.robot.BlackDeathMk7_7.0.jar,No,0,21855,188087,62
voidious.Dookious_1.456.jar,Yes,4736,19483,139136,61
lxx.ConceptATeam_0.6.jar,No,0,13184,114963,67
mn.CombatTeam_3.20.0.jar,No,0,27941,90200,0
gh.mini.GrubbmOne_0.9.jar,Yes,399,1423,6603,1
eem.EvBot_v4.5.17.jar,No,0,33363,163661,38
ags.woodchip.Woodchip_0.1.jar,Yes,107,538,4433,2
jk.micro.Toorkild_0.3.2.jar,Yes,233,716,3250,1
voidious.TripHammer_R1.2.0T.jar,Yes,9014,37836,225257,57
abc.Shadow_3.82u.jar,No,0,29053,84243,32
voidious.micro.Jen_1.089.jar,Yes,186,733,4609,2
gh.GruwelTwins_0.1.jar,Yes,426,1598,8176,1
qohnil.blot.BlotBot_3.61.jar,Yes,4055,17797,71625,21
divineomega.PatrollerBot_1.0.jar,No,0,1768,11364,3
eem.EvBotNG_v10.4.jar,Yes,10691,48100,271549,81
jk.mega.DrussGT_1.6.14.jar,Yes,4922,32823,110232,27
dy.LevelOne_2.0.jar,Yes,505,2504,10346,1
aaa.ScalarBot_0.011d.jar,No,0,28792,225443,81
jk.mega.DrussGT_2.4.4.jar,Yes,6152,41324,133749,30
banshee.mini.Nexus6_0.2.0.jar,Yes,482,1362,12586,6
gh.micro.GrubbmOne_0.1.jar,Yes,210,748,3502,1
jk.mega.DrussGT_2.7.3.jar,Yes,6712,46240,142481,31
stordy.StordyBot_1.0.jar,No,0,3176,22041,8
jk.micro.Connavar_0.1.0.jar,Yes,167,745,4698,2
too.TheOnlyOne_1.0.jar,No,0,2976,19021,8
kcn.unnamed.Unnamed_1.21.jar,No,0,5824,23355,6
eem.EvBot_v4.1.jar,No,0,14536,77147,24
rsalesc.roborio.Roborio_1.2.5.jar,No,0,38067,192202,138
pez.rumble.CassiusClay_1.9.9.93.jar,Yes,1267,6830,45825,10
Bemo.Sweet30_1.1.jar,No,0,7677,35937,12
apv.AspidReloaded_0.6.jar,No,0,1241,4991,1
wompi.Numbat_1.2.jar,Yes,1265,5469,47285,20
voidious.Lukious_1.04.jar,Yes,4855,19815,104988,26
zyx.mega.YersiniaPestis_4.0.jar,Yes,4515,23294,150345,55
eem.EvBotNG_v12.4.jar,Yes,11240,51943,283634,82
dq.Finity_0.2.jar,Yes,105,746,4671,1
voidious.mini.Komarious_1.704.jar,Yes,349,1484,8060,2
fromHell.C4H10O_1.1.jar,Yes,129,737,4945,1
conscience.Electron_1.3c.jar,No,0,236,2077,1
mld.Moebius_2.5.1.jar,Yes,312,249,3453,1
suh.mega.WaveSurferGF_1.00.jar,Yes,670,2613,29732,15
jk.micro.Toorkild_0.2.3.jar,Yes,208,730,3658,1
aaa.SimpleBot_0.023b.jar,No,0,7546,58718,16
sp.Micros.LCreeper_1.0.jar,Yes,169,666,3809,1
disan.Chair_2.0.0.jar,Yes,112,530,3045,1
stelo.RamTrackSurfer_1.1.jar,Yes,503,2219,11389,2
voidious.micro.Jen_1.091.jar,Yes,186,733,4609,2
justin.DemonicRage_3.17.jar,No,0,26593,158677,48
eem.EvBot_v4.6.15.jar,No,0,35734,172225,37
jgap.JGAP6139_1.0.jar,Yes,89,366,2827,1
aaa.ScalarBot_0.012n2.jar,No,0,56691,454663,174
darkcanuck.B26354_1.02.jar,No,0,33778,125665,54
rsalesc.melee.Monk_0.3.4d.jar,No,0,36356,192565,174
pa3k.Viper_3.01.jar,No,0,16260,93678,28
quietus.Invader_0.1.jar,No,0,483,3050,1
voidious.Diamond_1.6.3.jar,Yes,8783,37700,231528,58
eem.EvBotNG_v7.6.jar,Yes,9619,42924,244277,76
WidowMakersAtWar.EpicCow_1.0.jar,Yes,81,535,2766,1
mbro.Detektor3_0.1.1.jar,Yes,125,707,4369,2
jk.Waylander_0.1.11.jar,Yes,168,748,3676,1
theo.Hydrogen_2.1r.jar,Yes,1179,7242,35535,6
uccc.RingDing_1.12.jar,Yes,296,1481,7811,2
davidalves.net.DuelistMiniMelee_1.2.jar,No,0,1357,4943,2
voidious.team.LuminariousDuo_1.04.jar,Yes,425,1951,10631,5
oog.nano.SavantVS_1.1.jar,No,0,249,2196,1
elloco.Flower_0.1r1.jar,Yes,170,685,4013,1
ebo.Tahoe_1.1.76.jar,No,0,15667,107936,40
